ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
22,36,hommes,Business,50.0,80.18,1,3,1C
23,37,femmes,Economie,inf,65.17,26,2,27B
23,38,hommes,Economie,inf,80.19,26,1,27A
24,39,hommes,Business,80.0,80.2,7,5,7D
25,40,hommes,Economie,inf,80.21,25,6,26E
26,41,hommes,Economie,inf,80.22,20,2,21B
26,42,hommes,Economie,inf,80.23,20,1,21A
27,43,hommes,Economie,210.0,80.24,14,1,15A
28,44,femmes,Economie,360.0,65.18,15,5,16D
29,45,hommes,Economie,190.0,80.25,13,3,14C
30,46,femmes,Business,95.0,65.19,8,2,8B
30,47,hommes,Business,95.0,80.26,8,1,8A
31,48,hommes,Economie,inf,80.27,23,3,24C
32,49,hommes,Economie,360.0,80.28,15,1,16A
33,50,femmes,Business,90.0,65.2,7,6,7E
33,51,hommes,Business,90.0,80.29,7,7,7F
34,52,femmes,Business,70.0,65.21,4,6,4E
34,53,hommes,Business,70.0,80.3,4,7,4F
35,54,femmes,Economie,inf,65.22,28,3,29C
36,55,hommes,Issue de secours,140.0,80.31,12,6,12E
37,56,hommes,Economie,210.0,80.32,13,2,14B
38,57,femmes,Business,95.0,65.23,9,3,9C
38,58,hommes,Business,95.0,80.33,9,2,9B
39,59,hommes,Business,45.0,80.34,1,1,1A
40,60,hommes,Economie,inf,80.35,19,2,20B
41,61,hommes,Economie,inf,80.36,24,1,25A
42,62,hommes,Economie,inf,80.37,24,3,25C
43,63,hommes,Economie,inf,80.38,22,7,23F
44,64,femmes,Economie,inf,65.24,18,5,19D
44,65,hommes,Economie,inf,80.39,18,6,19E
45,66,hommes,Business,80.0,80.4,6,7,6F
46,67,hommes,Business,70.0,80.41,5,6,5E
47,68,femmes,Business,70.0,65.25,5,5,5D
48,69,hommes,Economie,inf,80.42,27,2,28B
49,70,femmes,Economie,inf,65.26,25,5,26D
50,71,femmes,Economie,inf,65.27,17,3,18C
50,72,hommes,Economie,inf,80.43,17,2,18B
51,73,femmes,Business,60.0,65.28,3,7,3F
52,74,femmes,Business,60.0,65.29,2,1,2A
53,75,femmes,Economie,inf,65.3,28,6,29E
54,76,femmes,Economie,inf,65.31,22,2,23B
54,77,hommes,Economie,inf,80.44,22,1,23A
55,78,femmes,Economie,inf,65.32,19,7,20F
55,79,hommes,Economie,inf,80.45,19,6,20E
56,80,femmes,Business,95.0,65.33,9,6,9E
56,81,hommes,Business,95.0,80.46,9,5,9D
57,82,hommes,Economie,inf,80.47,20,3,21C
58,83,femmes,Business,70.0,65.34,5,1,5A
58,84,hommes,Business,70.0,80.48,5,2,5B
59,85,femmes,Issue de secours,120.0,65.35,11,7,11F
60,86,femmes,Economie,inf,65.36,27,6,28E
60,87,hommes,Economie,inf,80.49,27,7,28F
61,88,hommes,Economie,inf,80.5,24,6,25E
62,89,femmes,Issue de secours,120.0,65.37,11,2,11B
62,90,hommes,Issue de secours,120.0,80.51,11,3,11C
63,91,hommes,Issue de secours,140.0,80.52,12,1,12A
64,92,femmes,Economie,inf,65.38,18,2,19B
64,93,femmes,Economie,inf,65.39,18,3,19C
64,94,hommes,Economie,inf,80.53,18,1,19A
65,95,femmes,Economie,190.0,65.4,13,1,14A
66,96,hommes,Economie,inf,80.54,28,5,29D
67,97,femmes,Economie,inf,65.41,21,1,22A
67,98,hommes,Economie,inf,80.55,21,2,22B
68,99,hommes,Economie,inf,80.56,26,3,27C
69,100,femmes,Economie,inf,65.42,28,7,29F
70,101,femmes,Issue de secours,120.0,65.43,11,6,11E
70,102,hommes,Issue de secours,120.0,80.57,11,5,11D
71,103,femmes,Economie,inf,65.44,19,1,20A
72,104,hommes,Economie,210.0,80.58,14,3,15C
73,105,hommes,Business,65.0,80.59,4,5,4D
74,106,hommes,Business,95.0,80.6,8,3,8C
75,107,femmes,Business,95.0,65.45,8,5,8D
76,108,femmes,Business,60.0,65.46,2,3,2C
76,109,hommes,Business,60.0,80.61,2,2,2B
77,110,hommes,Economie,210.0,80.62,13,6,14E
78,111,hommes,Economie,inf,80.63,22,3,23C
79,112,hommes,Economie,100.0,80.64,10,1,10A
80,113,hommes,Issue de secours,120.0,80.65,11,1,11A
81,114,hommes,Economie,100.0,80.66,10,2,10B
82,115,hommes,Business,100.0,80.67,9,1,9A
83,116,hommes,Economie,100.0,80.68,10,7,10F
84,117,hommes,Business,100.0,80.69,9,7,9F
85,118,hommes,Business,70.0,80.7,5,3,5C
86,119,femmes,Business,60.0,65.47,3,6,3E
86,120,hommes,Business,60.0,80.71,3,5,3D
87,121,femmes,Economie,inf,65.48,19,3,20C
88,122,femmes,Economie,120.0,65.49,10,6,10E
89,123,femmes,Economie,inf,65.5,21,7,22F
90,124,hommes,Business,60.0,80.72,2,5,2D
91,125,femmes,Economie,inf,65.51,25,2,26B
91,126,hommes,Economie,inf,80.73,25,3,26C
92,127,hommes,Economie,inf,80.74,18,7,19F
93,128,hommes,Economie,inf,80.75,26,7,27F
94,129,femmes,Business,90.0,65.52,7,1,7A
94,130,hommes,Business,90.0,80.76,7,2,7B
95,131,femmes,Issue de secours,135.0,65.53,12,3,12C
96,132,hommes,Economie,360.0,80.77,16,5,17D
97,133,hommes,Economie,inf,80.78,25,7,26F
98,134,hommes,Economie,210.0,80.79,14,2,15B
99,135,femmes,Economie,inf,65.54,21,3,22C
100,136,femmes,Economie,inf,65.55,19,5,20D
101,137,hommes,Economie,100.0,80.8,10,5,10D
102,138,femmes,Business,80.0,65.56,6,3,6C
102,139,hommes,Business,80.0,80.81,6,2,6B
103,140,femmes,Economie,inf,65.57,21,6,22E
103,141,hommes,Economie,inf,80.82,21,5,22D
104,142,femmes,Issue de secours,135.0,65.58,12,7,12F
105,143,hommes,Issue de secours,135.0,80.83,12,5,12D
106,144,femmes,Economie,210.0,65.59,13,5,14D
107,145,femmes,Economie,325.0,65.6,15,7,16F
107,146,femmes,Economie,325.0,65.61,15,6,16E
108,147,femmes,Economie,325.0,65.62,15,2,16B
108,148,femmes,Economie,325.0,65.63,15,3,16C
109,149,femmes,Business,95.0,65.64,8,7,8F
109,150,femmes,Business,95.0,65.65,8,6,8E
110,151,hommes,Business,60.0,80.84,3,3,3C
