ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
32,40,femmes,Business,90.0,65.18,6,5,6D
33,41,hommes,Business,95.0,80.22,6,3,6C
34,42,femmes,Business,75.0,65.19,4,1,4A
34,43,hommes,Business,75.0,80.23,4,2,4B
35,44,femmes,Business,50.0,65.2,2,1,2A
35,45,hommes,Business,50.0,80.24,2,2,2B
36,46,hommes,Business,210.0,80.25,9,7,9F
37,47,hommes,Economie,inf,80.26,26,1,27A
38,48,femmes,Business,210.0,65.21,9,5,9D
38,49,hommes,Business,210.0,80.27,9,6,9E
39,50,hommes,Economie,inf,80.28,26,2,27B
40,51,femmes,Economie,inf,65.22,17,3,18C
41,52,hommes,Business,140.0,80.29,8,1,8A
42,53,hommes,Economie,inf,80.3,24,1,25A
43,54,femmes,Business,70.0,65.23,3,5,3D
43,55,hommes,Business,70.0,80.31,3,6,3E
44,56,femmes,Business,95.0,65.24,6,1,6A
45,57,femmes,Economie,inf,65.25,21,3,22C
46,58,femmes,Economie,inf,65.26,28,6,29E
46,59,hommes,Economie,inf,80.32,28,5,29D
46,60,hommes,Economie,inf,80.33,28,7,29F
47,61,hommes,Economie,inf,80.34,27,3,28C
48,62,femmes,Business,100.0,65.27,7,7,7F
49,63,hommes,Business,100.0,80.35,7,5,7D
50,64,hommes,Economie,530.0,80.36,10,1,10A
51,65,hommes,Economie,530.0,80.37,10,6,10E
52,66,femmes,Economie,inf,65.28,18,3,19C
52,67,hommes,Economie,inf,80.38,18,2,19B
53,68,hommes,Economie,inf,80.39,27,1,28A
54,69,femmes,Business,50.0,65.29,1,2,1B
54,70,hommes,Business,50.0,80.4,1,3,1C
55,71,hommes,Business,45.0,80.41,1,1,1A
56,72,hommes,Business,90.0,80.42,5,7,5F
57,73,hommes,Economie,inf,80.43,28,2,29B
58,74,femmes,Economie,inf,65.3,26,6,27E
59,75,femmes,Economie,inf,65.31,24,5,25D
60,76,femmes,Economie,inf,65.32,23,3,24C
61,77,hommes,Business,120.0,80.44,7,3,7C
62,78,femmes,Business,80.0,65.33,4,6,4E
62,79,hommes,Business,80.0,80.45,4,7,4F
63,80,femmes,Economie,inf,65.34,19,5,20D
64,81,femmes,Economie,inf,65.35,24,7,25F
65,82,femmes,Economie,inf,65.36,22,7,23F
66,83,femmes,Economie,inf,65.37,27,2,28B
67,84,hommes,Economie,inf,80.46,25,1,26A
68,85,femmes,Economie,inf,65.38,27,5,28D
69,86,femmes,Economie,inf,65.39,23,5,24D
70,87,femmes,Business,90.0,65.4,5,3,5C
71,88,hommes,Business,80.0,80.47,5,5,5D
72,89,femmes,Business,90.0,65.41,6,6,6E
73,90,femmes,Economie,inf,65.42,21,7,22F
74,91,hommes,Business,95.0,80.48,6,2,6B
75,92,hommes,Economie,inf,80.49,20,1,21A
76,93,femmes,Economie,inf,65.43,27,6,28E
77,94,femmes,Business,55.0,65.44,2,6,2E
78,95,hommes,Economie,inf,80.5,25,5,26D
79,96,hommes,Business,80.0,80.51,5,6,5E
80,97,hommes,Economie,inf,80.52,21,2,22B
81,98,femmes,Economie,inf,65.45,14,3,15C
81,99,hommes,Economie,inf,80.53,14,2,15B
82,100,femmes,Business,120.0,65.46,8,3,8C
82,101,hommes,Business,120.0,80.54,8,2,8B
83,102,hommes,Business,120.0,80.55,8,5,8D
84,103,hommes,Economie,inf,80.56,20,5,21D
85,104,femmes,Business,135.0,65.47,8,6,8E
86,105,femmes,Business,90.0,65.48,5,1,5A
86,106,hommes,Business,90.0,80.57,5,2,5B
87,107,femmes,Business,100.0,65.49,7,6,7E
88,108,hommes,Economie,inf,80.58,28,3,29C
89,109,femmes,Economie,inf,65.5,13,2,14B
90,110,hommes,Economie,inf,80.59,13,5,14D
91,111,femmes,Business,70.0,65.51,4,5,4D
92,112,hommes,Business,140.0,80.6,9,2,9B
92,113,hommes,Business,140.0,80.61,9,3,9C
93,114,femmes,Economie,inf,65.52,24,2,25B
94,115,femmes,Business,160.0,65.53,9,1,9A
