ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
24,44,femmes,Economie,inf,65.25,19,6,19E
24,45,hommes,Economie,inf,80.12,19,5,19D
25,46,femmes,Economie,inf,65.26,26,5,25D
25,47,femmes,Economie,inf,65.27,26,1,25A
25,48,femmes,Economie,inf,65.28,26,6,25E
25,49,femmes,Economie,inf,65.29,26,2,25B
25,50,femmes,Economie,inf,65.3,25,2,24B
25,51,femmes,Economie,inf,65.31,25,7,24F
25,52,femmes,Economie,inf,65.32,25,3,24C
25,53,femmes,Economie,inf,65.33,25,5,24D
25,54,femmes,Economie,inf,65.34,25,6,24E
25,55,femmes,Economie,inf,65.35,26,3,25C
25,56,femmes,Economie,inf,65.36,26,7,25F
26,57,hommes,Economie,105.0,80.13,13,6,12E
26,58,hommes,Economie,105.0,80.14,13,5,12D
26,59,hommes,Economie,105.0,80.15,13,7,12F
27,60,hommes,Economie,210.0,80.16,17,5,17D
28,61,hommes,Economie,465.0,80.17,17,7,17F
29,62,hommes,Issue de secours,70.0,80.18,10,6,9E
30,63,femmes,Economie,70.0,65.37,11,6,10E
30,64,femmes,Economie,70.0,65.38,11,7,10F
30,65,enfants,Economie,70.0,35.07,11,5,10D
31,66,femmes,Issue de secours,70.0,65.39,10,7,9F
32,67,femmes,Economie,inf,65.4,22,3,22C
32,68,hommes,Economie,inf,80.19,22,2,22B
33,69,femmes,Economie,inf,65.41,20,2,20B
33,70,femmes,Economie,inf,65.42,21,1,21A
33,71,femmes,Economie,inf,65.43,21,2,21B
33,72,hommes,Economie,inf,80.2,20,1,20A
34,73,hommes,Issue de secours,inf,80.21,24,3,23C
35,74,femmes,Economie,inf,65.44,30,5,29D
36,75,femmes,Economie,inf,65.45,31,6,30E
37,76,femmes,Economie,inf,65.46,20,7,20F
37,77,hommes,Economie,inf,80.22,20,5,20D
37,78,hommes,Economie,inf,80.23,20,6,20E
38,79,femmes,Economie,105.0,65.47,12,6,11E
38,80,femmes,Economie,105.0,65.48,12,7,11F
39,81,hommes,Business,inf,80.24,2,1,2A
40,82,femmes,Economie,inf,65.49,19,3,19C
40,83,femmes,Economie,inf,65.5,19,2,19B
40,84,femmes,Economie,inf,65.51,18,2,18B
40,85,femmes,Economie,inf,65.52,18,1,18A
40,86,femmes,Economie,inf,65.53,19,1,19A
41,87,hommes,Economie,210.0,80.25,17,2,17B
41,88,hommes,Economie,210.0,80.26,17,1,17A
41,89,hommes,Economie,210.0,80.27,17,3,17C
42,90,hommes,Economie,105.0,80.28,12,2,11B
42,91,hommes,Economie,105.0,80.29,11,2,10B
42,92,hommes,Economie,105.0,80.3,12,3,11C
42,93,hommes,Economie,105.0,80.31,11,3,10C
43,94,femmes,Economie,210.0,65.54,16,6,16E
44,95,hommes,Economie,inf,80.32,18,3,18C
45,96,hommes,Issue de secours,inf,80.33,24,6,23E
46,97,femmes,Issue de secours,inf,65.55,24,7,23F
47,98,femmes,Business,inf,65.56,3,3,3C
48,99,femmes,Business,inf,65.57,2,7,2F
49,100,femmes,Economie,inf,65.58,30,6,29E
50,101,femmes,Economie,inf,65.59,32,5,31D
50,102,hommes,Economie,inf,80.34,33,5,32D
50,103,enfants,Economie,inf,35.08,33,6,32E
50,104,enfants,Economie,inf,35.09,32,6,31E
51,105,hommes,Economie,inf,80.35,30,7,29F
52,106,hommes,Economie,inf,80.36,32,1,31A
52,107,hommes,Economie,inf,80.37,32,2,31B
53,108,femmes,Economie,inf,65.6,35,1,34A
53,109,femmes,Economie,inf,65.61,35,5,34D
53,110,femmes,Economie,inf,65.62,35,2,34B
53,111,hommes,Economie,inf,80.38,34,2,33B
53,112,hommes,Economie,inf,80.39,35,6,34E
53,113,hommes,Economie,inf,80.4,34,5,33D
53,114,hommes,Economie,inf,80.41,34,6,33E
53,115,hommes,Economie,inf,80.42,34,3,33C
53,116,hommes,Economie,inf,80.43,35,3,34C
53,117,enfants,Economie,inf,35.1,34,1,33A
54,118,hommes,Economie,210.0,80.44,16,3,16C
55,119,hommes,Issue de secours,inf,80.45,24,2,23B
56,120,femmes,Economie,inf,65.63,36,6,35E
56,121,femmes,Economie,inf,65.64,36,7,35F
57,122,femmes,Economie,210.0,65.65,17,6,17E
58,123,hommes,Issue de secours,70.0,80.46,10,2,9B
58,124,hommes,Issue de secours,70.0,80.47,10,3,9C
59,125,femmes,Economie,70.0,65.66,12,1,11A
60,126,femmes,Business,210.0,65.67,1,7,1F
60,127,enfants,Business,210.0,35.11,1,5,1D
61,128,hommes,Economie,inf,80.48,25,1,24A
62,129,hommes,Issue de secours,70.0,80.49,10,1,9A
63,130,hommes,Economie,inf,80.5,21,6,21E
64,131,hommes,Issue de secours,inf,80.51,24,1,23A
65,132,hommes,Economie,inf,80.52,19,7,19F
66,133,hommes,Economie,inf,80.53,29,3,28C
67,134,hommes,Economie,105.0,80.54,16,7,16F
68,135,femmes,Economie,105.0,65.68,15,2,15B
68,136,enfants,Economie,105.0,35.12,15,3,15C
68,137,enfants,Economie,105.0,35.13,15,1,15A
69,138,femmes,Economie,70.0,65.69,11,1,10A
70,139,hommes,Economie,inf,80.55,21,7,21F
71,140,hommes,Economie,inf,80.56,21,3,21C
72,141,femmes,Economie,inf,65.7,29,5,28D
73,142,femmes,Economie,inf,65.71,28,5,27D
74,143,femmes,Economie,inf,65.72,35,7,34F
75,144,femmes,Economie,inf,65.73,34,7,33F
76,145,femmes,Economie,inf,65.74,31,3,30C
76,146,hommes,Economie,inf,80.57,31,2,30B
76,147,enfants,Economie,inf,35.14,31,1,30A
77,148,femmes,Economie,inf,65.75,33,3,32C
77,149,hommes,Economie,inf,80.58,33,1,32A
77,150,enfants,Economie,inf,35.15,33,2,32B
78,151,femmes,Economie,inf,65.76,18,6,18E
78,152,hommes,Economie,inf,80.59,18,7,18F
79,153,hommes,Economie,105.0,80.6,13,1,12A
80,154,femmes,Economie,inf,65.77,28,1,27A
80,155,femmes,Economie,inf,65.78,28,3,27C
80,156,enfants,Economie,inf,35.16,28,2,27B
81,157,femmes,Economie,inf,65.79,32,3,31C
82,158,hommes,Economie,inf,80.61,27,6,26E
83,159,hommes,Economie,inf,80.62,27,5,26D
