ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
42,115,hommes,Economie,inf,80.1,16,5,16D
43,116,enfants,Economie,inf,35.94,29,7,28F
44,117,enfants,Economie,inf,35.95,22,5,22D
45,118,enfants,Economie,inf,35.96,20,7,20F
46,119,enfants,Economie,inf,35.97,17,5,17D
47,120,enfants,Economie,inf,35.98,22,6,22E
48,121,hommes,Economie,inf,80.11,13,3,12C
49,122,femmes,Economie,inf,65.11,21,6,21E
49,123,hommes,Economie,inf,80.12,20,5,20D
49,124,enfants,Economie,inf,35.99,21,5,21D
49,125,enfants,Economie,inf,36.0,20,6,20E
50,126,femmes,Economie,inf,65.12,30,2,29B
50,127,hommes,Economie,inf,80.13,31,3,30C
50,128,enfants,Economie,inf,36.01,31,2,30B
50,129,enfants,Economie,inf,36.02,30,3,29C
51,130,femmes,Issue de secours,inf,65.13,24,3,23C
52,131,enfants,Economie,60.0,36.03,15,3,15C
52,132,enfants,Economie,60.0,36.04,15,2,15B
53,133,enfants,Economie,inf,36.05,28,7,27F
54,134,enfants,Economie,85.0,36.06,16,7,16F
55,135,enfants,Economie,inf,36.07,18,7,18F
