ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
49,63,hommes,Business,100.0,80.35,7,3,7C
50,64,hommes,Issue de secours,530.0,80.36,10,3,9C
51,65,hommes,Issue de secours,530.0,80.37,10,7,9F
52,66,femmes,Economie,inf,65.28,13,3,12C
52,67,hommes,Economie,inf,80.38,13,2,12B
53,68,hommes,Economie,inf,80.39,32,6,31E
54,69,femmes,Business,50.0,65.29,1,5,1D
54,70,hommes,Business,50.0,80.4,1,6,1E
55,71,hommes,Business,45.0,80.41,1,1,1A
56,72,hommes,Business,90.0,80.42,4,3,4C
57,73,hommes,Economie,inf,80.43,30,6,29E
58,74,femmes,Economie,inf,65.3,20,7,20F
59,75,femmes,Economie,inf,65.31,28,2,27B
60,76,femmes,Economie,inf,65.32,36,6,35E
61,77,hommes,Business,120.0,80.44,7,6,7E
62,78,femmes,Business,80.0,65.33,4,2,4B
62,79,hommes,Business,80.0,80.45,4,1,4A
63,80,femmes,Economie,inf,65.34,17,1,17A
64,81,femmes,Economie,inf,65.35,27,1,26A
65,82,femmes,Economie,inf,65.36,34,5,33D
66,83,femmes,Economie,inf,65.37,33,3,32C
67,84,hommes,Economie,inf,80.46,34,1,33A
68,85,femmes,Economie,inf,65.38,22,3,22C
69,86,femmes,Economie,inf,65.39,28,5,27D
70,87,femmes,Business,90.0,65.4,5,3,5C
71,88,hommes,Business,80.0,80.47,4,5,4D
72,89,femmes,Business,90.0,65.41,5,6,5E
73,90,femmes,Economie,inf,65.42,27,5,26D
74,91,hommes,Business,95.0,80.48,6,5,6D
75,92,hommes,Economie,inf,80.49,20,5,20D
76,93,femmes,Economie,inf,65.43,31,3,30C
77,94,femmes,Business,55.0,65.44,2,3,2C
78,95,hommes,Economie,inf,80.5,15,1,15A
79,96,hommes,Business,80.0,80.51,4,6,4E
80,97,hommes,Economie,inf,80.52,29,6,28E
81,98,femmes,Economie,inf,65.45,26,2,25B
81,99,hommes,Economie,inf,80.53,26,1,25A
82,100,femmes,Business,120.0,65.46,7,2,7B
82,101,hommes,Business,120.0,80.54,7,1,7A
83,102,hommes,Business,120.0,80.55,8,6,8E
84,103,hommes,Economie,inf,80.56,29,7,28F
85,104,femmes,Business,135.0,65.47,8,3,8C
86,105,femmes,Business,90.0,65.48,5,1,5A
86,106,hommes,Business,90.0,80.57,5,2,5B
87,107,femmes,Business,100.0,65.49,6,7,6F
88,108,hommes,Economie,inf,80.58,35,1,34A
89,109,femmes,Economie,inf,65.5,30,5,29D
90,110,hommes,Economie,inf,80.59,32,7,31F
91,111,femmes,Business,70.0,65.51,3,5,3D
92,112,hommes,Business,140.0,80.6,8,1,8A
92,113,hommes,Business,140.0,80.61,8,2,8B
93,114,femmes,Economie,inf,65.52,33,5,32D
94,115,femmes,Business,160.0,65.53,8,5,8D
