ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
54,101,hommes,Business,inf,80.26,3,3,3C
55,102,hommes,Business,195.0,80.27,1,7,1F
56,103,femmes,Business,inf,65.62,5,3,5C
56,104,hommes,Business,inf,80.28,5,7,5F
56,105,enfants,Business,inf,35.08,5,5,5D
56,106,enfants,Business,inf,35.09,5,1,5A
57,107,hommes,Economie,inf,80.29,25,5,24D
58,108,hommes,Economie,inf,80.3,25,6,24E
59,109,hommes,Economie,inf,80.31,20,6,20E
59,110,hommes,Economie,inf,80.32,20,5,20D
60,111,hommes,Economie,inf,80.33,20,7,20F
61,112,femmes,Economie,inf,65.63,33,5,32D
62,113,hommes,Economie,75.0,80.34,13,1,12A
63,114,hommes,Issue de secours,55.0,80.35,10,3,9C
64,115,femmes,Economie,inf,65.64,36,6,35E
64,116,femmes,Economie,inf,65.65,36,7,35F
64,117,hommes,Economie,inf,80.36,36,3,35C
64,118,hommes,Economie,inf,80.37,36,5,35D
65,119,femmes,Economie,inf,65.66,22,2,22B
66,120,hommes,Economie,195.0,80.38,17,1,17A
66,121,enfants,Economie,195.0,35.1,17,2,17B
67,122,hommes,Business,inf,80.39,7,5,7D
68,123,hommes,Business,inf,80.4,7,3,7C
69,124,hommes,Economie,inf,80.41,30,1,29A
70,125,femmes,Business,inf,65.67,6,3,6C
71,126,hommes,Issue de secours,55.0,80.42,10,7,9F
72,127,femmes,Economie,75.0,65.68,14,6,14E
72,128,hommes,Economie,75.0,80.43,14,7,14F
73,129,hommes,Economie,195.0,80.44,16,2,16B
73,130,enfants,Economie,195.0,35.11,16,3,16C
73,131,enfants,Economie,195.0,35.12,16,1,16A
74,132,hommes,Economie,inf,80.45,32,2,31B
74,133,enfants,Economie,inf,35.13,32,1,31A
74,134,enfants,Economie,inf,35.14,32,3,31C
75,135,femmes,Business,inf,65.69,8,1,8A
75,136,hommes,Business,inf,80.46,8,3,8C
76,137,hommes,Economie,inf,80.47,25,7,24F
77,138,hommes,Economie,inf,80.48,18,7,18F
78,139,hommes,Economie,540.0,80.49,18,5,18D
78,140,hommes,Economie,540.0,80.5,18,6,18E
79,141,hommes,Economie,75.0,80.51,12,1,11A
80,142,femmes,Issue de secours,55.0,65.7,10,2,9B
80,143,hommes,Issue de secours,55.0,80.52,10,1,9A
81,144,hommes,Economie,inf,80.53,21,7,21F
81,145,hommes,Economie,inf,80.54,21,5,21D
81,146,enfants,Economie,inf,35.15,21,6,21E
82,147,hommes,Economie,inf,80.55,34,3,33C
82,148,hommes,Economie,inf,80.56,34,2,33B
82,149,enfants,Economie,inf,35.16,34,1,33A
83,150,hommes,Economie,inf,80.57,30,3,29C
83,151,hommes,Economie,inf,80.58,30,2,29B
84,152,hommes,Economie,inf,80.59,32,7,31F
84,153,hommes,Economie,inf,80.6,32,6,31E
85,154,femmes,Economie,inf,65.71,31,7,30F
85,155,WHCR,Economie,inf,70.05,31,6,30E
86,156,femmes,Economie,195.0,65.72,15,7,15F
87,157,hommes,Economie,inf,80.61,25,2,24B
87,158,enfants,Economie,inf,35.17,25,1,24A
87,159,enfants,Economie,inf,35.18,25,3,24C
88,160,hommes,Economie,inf,80.62,33,2,32B
88,161,enfants,Economie,inf,35.19,33,1,32A
88,162,enfants,Economie,inf,35.2,33,3,32C
