ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
74,106,hommes,Business,95.0,80.6,7,7,7F
75,107,femmes,Business,95.0,65.45,7,1,7A
76,108,femmes,Business,60.0,65.46,2,6,2E
76,109,hommes,Business,60.0,80.61,2,5,2D
77,110,hommes,Economie,210.0,80.62,14,2,14B
78,111,hommes,Economie,inf,80.63,33,1,32A
79,112,hommes,Issue de secours,100.0,80.64,10,3,9C
80,113,hommes,Economie,120.0,80.65,11,6,10E
81,114,hommes,Business,100.0,80.66,8,1,8A
82,115,hommes,Issue de secours,100.0,80.67,10,2,9B
83,116,hommes,Economie,100.0,80.68,11,7,10F
84,117,hommes,Issue de secours,100.0,80.69,10,1,9A
85,118,hommes,Business,70.0,80.7,5,3,5C
86,119,femmes,Business,60.0,65.47,2,2,2B
86,120,hommes,Business,60.0,80.71,2,1,2A
87,121,femmes,Economie,inf,65.48,34,3,33C
88,122,femmes,Economie,120.0,65.49,11,3,10C
89,123,femmes,Economie,inf,65.5,28,6,27E
90,124,hommes,Business,60.0,80.72,3,1,3A
91,125,femmes,Economie,inf,65.51,33,7,32F
91,126,hommes,Economie,inf,80.73,33,6,32E
92,127,hommes,Economie,inf,80.74,32,7,31F
93,128,hommes,Economie,inf,80.75,36,7,35F
94,129,femmes,Business,90.0,65.52,7,2,7B
94,130,hommes,Business,90.0,80.76,7,3,7C
95,131,femmes,Economie,135.0,65.53,12,1,11A
96,132,hommes,Economie,360.0,80.77,17,7,17F
97,133,hommes,Economie,inf,80.78,26,5,25D
98,134,hommes,Economie,210.0,80.79,14,1,14A
99,135,femmes,Economie,inf,65.54,28,2,27B
100,136,femmes,Economie,inf,65.55,25,2,24B
101,137,hommes,Economie,100.0,80.8,11,2,10B
102,138,femmes,Business,80.0,65.56,5,2,5B
102,139,hommes,Business,80.0,80.81,5,1,5A
103,140,femmes,Economie,inf,65.57,19,3,19C
103,141,hommes,Economie,inf,80.82,19,2,19B
104,142,femmes,Economie,135.0,65.58,13,3,12C
105,143,hommes,Economie,135.0,80.83,12,5,11D
106,144,femmes,Economie,210.0,65.59,14,6,14E
107,145,femmes,Economie,325.0,65.6,15,7,15F
107,146,femmes,Economie,325.0,65.61,15,6,15E
108,147,femmes,Economie,325.0,65.62,16,6,16E
108,148,femmes,Economie,325.0,65.63,16,7,16F
109,149,femmes,Business,95.0,65.64,8,6,8E
109,150,femmes,Business,95.0,65.65,8,7,8F
110,151,hommes,Business,60.0,80.84,2,3,2C
