ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
48,78,hommes,Economie,130.0,80.31,18,5,18D
49,79,hommes,Issue de secours,inf,80.32,24,3,23C
50,80,femmes,Economie,inf,65.32,26,5,25D
51,81,hommes,Economie,inf,80.33,32,1,31A
52,82,hommes,Economie,inf,80.34,28,7,27F
53,83,hommes,Economie,95.0,80.35,14,5,14D
54,84,femmes,Economie,70.0,65.33,11,3,10C
54,85,hommes,Economie,70.0,80.36,11,2,10B
55,86,femmes,Economie,inf,65.34,32,2,31B
56,87,femmes,Economie,inf,65.35,32,5,31D
57,88,hommes,Economie,inf,80.37,36,6,35E
58,89,hommes,Economie,140.0,80.38,20,1,20A
59,90,femmes,Economie,inf,65.36,29,3,28C
60,91,hommes,Economie,inf,80.39,25,1,24A
61,92,femmes,Business,45.0,65.37,1,7,1F
61,93,femmes,Business,45.0,65.38,1,6,1E
62,94,femmes,Economie,75.0,65.39,14,6,14E
62,95,hommes,Economie,75.0,80.4,14,7,14F
63,96,femmes,Economie,110.0,65.4,16,1,16A
64,97,hommes,Economie,70.0,80.41,15,5,15D
64,98,hommes,Economie,70.0,80.42,15,6,15E
65,99,femmes,Economie,80.0,65.41,17,7,17F
65,100,hommes,Economie,80.0,80.43,17,6,17E
66,101,femmes,Economie,65.0,65.42,12,7,11F
66,102,hommes,Economie,65.0,80.44,12,6,11E
67,103,femmes,Economie,inf,65.43,31,3,30C
68,104,hommes,Economie,90.0,80.45,12,5,11D
69,105,hommes,Economie,inf,80.46,36,1,35A
70,106,femmes,Economie,inf,65.44,33,2,32B
71,107,femmes,Business,45.0,65.45,1,3,1C
71,108,hommes,Business,45.0,80.47,1,2,1B
72,109,femmes,Economie,inf,65.46,25,6,24E
73,110,femmes,Economie,inf,65.47,30,7,29F
74,111,femmes,Economie,inf,65.48,34,1,33A
75,112,femmes,Economie,70.0,65.49,14,2,14B
75,113,hommes,Economie,70.0,80.48,14,3,14C
76,114,femmes,Business,70.0,65.5,3,5,3D
77,115,hommes,Economie,inf,80.49,28,2,27B
78,116,femmes,Economie,85.0,65.51,17,2,17B
78,117,femmes,Economie,85.0,65.52,17,3,17C
79,118,hommes,Business,55.0,80.5,3,6,3E
79,119,hommes,Business,55.0,80.51,3,7,3F
80,120,hommes,Economie,140.0,80.52,20,3,20C
81,121,hommes,Economie,90.0,80.53,11,1,10A
82,122,femmes,Economie,inf,65.53,35,3,34C
83,123,hommes,Economie,inf,80.54,35,1,34A
84,124,femmes,Economie,60.0,65.54,12,3,11C
84,125,hommes,Economie,60.0,80.55,12,2,11B
85,126,femmes,Economie,140.0,65.55,20,2,20B
86,127,hommes,Economie,inf,80.56,34,2,33B
87,128,femmes,Economie,inf,65.56,33,7,32F
88,129,hommes,Economie,140.0,80.57,21,1,21A
89,130,femmes,Economie,inf,65.57,34,6,33E
90,131,hommes,Business,55.0,80.58,2,6,2E
90,132,hommes,Business,55.0,80.59,2,7,2F
91,133,hommes,Economie,inf,80.6,27,3,26C
92,134,femmes,Economie,inf,65.58,26,3,25C
93,135,hommes,Business,70.0,80.61,3,1,3A
94,136,femmes,Business,50.0,65.59,1,1,1A
95,137,hommes,Economie,inf,80.62,34,5,33D
96,138,hommes,Economie,140.0,80.63,21,3,21C
97,139,femmes,Business,60.0,65.6,1,5,1D
98,140,hommes,Economie,140.0,80.64,21,5,21D
99,141,hommes,Economie,140.0,80.65,21,7,21F
100,142,hommes,Economie,135.0,80.66,19,7,19F
101,143,femmes,Economie,120.0,65.61,17,5,17D
102,144,femmes,Issue de secours,inf,65.62,24,6,23E
103,145,hommes,Economie,inf,80.67,36,2,35B
104,146,hommes,Economie,90.0,80.68,13,7,12F
105,147,femmes,Economie,145.0,65.63,22,6,22E
106,148,femmes,Business,60.0,65.64,8,3,8C
106,149,femmes,Business,60.0,65.65,8,2,8B
107,150,femmes,Economie,210.0,65.66,22,2,22B
108,151,femmes,Business,65.0,65.67,8,6,8E
108,152,hommes,Business,65.0,80.69,7,7,7F
108,153,enfants,Business,65.0,35.15,7,6,7E
108,154,enfants,Business,65.0,35.16,8,7,8F
109,155,femmes,Business,70.0,65.68,2,5,2D
110,156,hommes,Economie,160.0,80.7,22,3,22C
111,157,hommes,Economie,115.0,80.71,18,3,18C
111,158,hommes,Economie,115.0,80.72,18,2,18B
112,159,hommes,Economie,inf,80.73,35,7,34F
113,160,hommes,Economie,90.0,80.74,11,5,10D
114,161,femmes,Business,60.0,65.69,7,1,7A
114,162,femmes,Business,60.0,65.7,7,2,7B
114,163,femmes,Business,60.0,65.71,7,3,7C
115,164,femmes,Economie,325.0,65.72,22,5,22D
116,165,femmes,Issue de secours,65.0,65.73,10,6,9E
116,166,femmes,Issue de secours,65.0,65.74,10,7,9F
116,167,femmes,Economie,65.0,65.75,11,6,10E
116,168,femmes,Economie,65.0,65.76,11,7,10F
117,169,femmes,Economie,95.0,65.77,14,1,14A
118,170,hommes,Economie,95.0,80.75,15,1,15A
119,171,hommes,Economie,inf,80.76,36,3,35C
120,172,femmes,Economie,85.0,65.78,19,5,19D
120,173,hommes,Economie,85.0,80.77,19,6,19E
