ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
15,43,hommes,Economie,inf,80.19,33,1,32A
16,44,femmes,Economie,inf,65.13,36,3,35C
17,45,hommes,Business,70.0,80.2,3,1,3A
18,46,femmes,Economie,inf,65.14,33,3,32C
19,47,femmes,Business,80.0,65.15,4,7,4F
19,48,hommes,Business,80.0,80.21,4,6,4E
20,49,hommes,Economie,inf,80.22,28,2,27B
21,50,hommes,Economie,inf,80.23,31,2,30B
22,51,femmes,Economie,445.0,65.16,12,2,11B
23,52,femmes,Economie,inf,65.17,33,2,32B
24,53,femmes,Economie,inf,65.18,21,7,21F
25,54,hommes,Economie,inf,80.24,25,2,24B
26,55,hommes,Economie,inf,80.25,26,3,25C
27,56,femmes,Economie,inf,65.19,36,7,35F
28,57,femmes,Economie,inf,65.2,34,7,33F
28,58,hommes,Economie,inf,80.26,34,6,33E
29,59,femmes,Economie,inf,65.21,36,6,35E
30,60,femmes,Business,95.0,65.22,7,2,7B
31,61,femmes,Economie,inf,65.23,35,1,34A
32,62,femmes,Economie,210.0,65.24,11,5,10D
32,63,hommes,Economie,210.0,80.27,11,6,10E
33,64,femmes,Business,60.0,65.25,1,1,1A
34,65,femmes,Economie,140.0,65.26,11,3,10C
35,66,femmes,Issue de secours,120.0,65.27,10,2,9B
35,67,hommes,Issue de secours,120.0,80.28,10,1,9A
36,68,hommes,Business,90.0,80.29,6,7,6F
37,69,hommes,Economie,inf,80.3,20,7,20F
38,70,femmes,Issue de secours,inf,65.28,24,3,23C
39,71,hommes,Economie,inf,80.31,31,5,30D
40,72,hommes,Economie,inf,80.32,29,1,28A
41,73,hommes,Economie,inf,80.33,31,6,30E
42,74,femmes,Economie,inf,65.29,25,6,24E
42,75,hommes,Economie,inf,80.34,25,5,24D
43,76,hommes,Economie,inf,80.35,12,1,11A
44,77,femmes,Economie,inf,65.3,13,7,12F
45,78,enfants,Economie,inf,35.11,35,2,34B
46,79,hommes,Economie,inf,80.36,31,3,30C
47,80,femmes,Business,90.0,65.31,3,7,3F
48,81,hommes,Economie,inf,80.37,32,1,31A
49,82,femmes,Economie,inf,65.32,36,1,35A
50,83,femmes,Economie,inf,65.33,27,3,26C
51,84,femmes,Issue de secours,135.0,65.34,10,6,9E
51,85,hommes,Issue de secours,135.0,80.38,10,7,9F
52,86,femmes,Economie,inf,65.35,25,3,24C
53,87,femmes,Issue de secours,inf,65.36,24,7,23F
54,88,hommes,Economie,inf,80.39,27,7,26F
55,89,femmes,Economie,inf,65.37,17,7,17F
55,90,femmes,Economie,inf,65.38,16,6,16E
55,91,femmes,Economie,inf,65.39,17,6,17E
55,92,femmes,Economie,inf,65.4,16,7,16F
56,93,hommes,Economie,inf,80.4,17,3,17C
57,94,femmes,Issue de secours,inf,65.41,24,1,23A
58,95,femmes,Economie,inf,65.42,36,2,35B
59,96,hommes,Issue de secours,135.0,80.41,10,3,9C
60,97,femmes,Economie,inf,65.43,25,1,24A
61,98,femmes,Economie,135.0,65.44,11,1,10A
61,99,hommes,Economie,135.0,80.42,11,2,10B
62,100,hommes,Economie,inf,80.43,33,7,32F
63,101,femmes,Economie,inf,65.45,15,7,15F
63,102,femmes,Economie,inf,65.46,15,6,15E
64,103,femmes,Economie,inf,65.47,30,7,29F
64,104,hommes,Economie,inf,80.44,30,6,29E
65,105,femmes,Economie,inf,65.48,32,2,31B
66,106,femmes,Economie,inf,65.49,14,2,14B
67,107,hommes,Business,120.0,80.45,7,1,7A
68,108,hommes,Economie,inf,80.46,26,1,25A
69,109,hommes,Economie,inf,80.47,18,1,18A
70,110,hommes,Economie,inf,80.48,34,3,33C
71,111,hommes,Economie,inf,80.49,16,1,16A
72,112,femmes,Economie,inf,65.5,30,5,29D
73,113,femmes,Economie,inf,65.51,35,7,34F
74,114,femmes,Economie,inf,65.52,30,1,29A
75,115,femmes,Economie,inf,65.53,13,2,12B
75,116,hommes,Economie,inf,80.5,13,3,12C
76,117,hommes,Business,70.0,80.51,1,5,1D
77,118,femmes,Business,120.0,65.54,8,3,8C
77,119,hommes,Business,120.0,80.52,8,2,8B
78,120,femmes,Economie,inf,65.55,20,2,20B
78,121,femmes,Economie,inf,65.56,20,3,20C
78,122,femmes,Economie,inf,65.57,19,2,19B
78,123,femmes,Economie,inf,65.58,21,2,21B
78,124,femmes,Economie,inf,65.59,19,6,19E
78,125,femmes,Economie,inf,65.6,21,5,21D
78,126,femmes,Economie,inf,65.61,19,5,19D
78,127,femmes,Economie,inf,65.62,19,1,19A
78,128,femmes,Economie,inf,65.63,21,1,21A
78,129,femmes,Economie,inf,65.64,20,5,20D
78,130,femmes,Economie,inf,65.65,20,6,20E
78,131,femmes,Economie,inf,65.66,21,6,21E
78,132,femmes,Economie,inf,65.67,19,3,19C
78,133,femmes,Economie,inf,65.68,20,1,20A
78,134,femmes,Economie,inf,65.69,21,3,21C
79,135,hommes,Business,120.0,80.53,8,1,8A
80,136,femmes,Economie,inf,65.7,34,1,33A
80,137,hommes,Economie,inf,80.54,34,2,33B
81,138,femmes,Economie,210.0,65.71,12,5,11D
82,139,femmes,Economie,inf,65.72,36,5,35D
83,140,hommes,Economie,inf,80.55,29,3,28C
83,141,hommes,Economie,inf,80.56,28,5,27D
83,142,hommes,Economie,inf,80.57,28,3,27C
83,143,hommes,Economie,inf,80.58,29,6,28E
83,144,hommes,Economie,inf,80.59,29,7,28F
83,145,hommes,Economie,inf,80.6,28,7,27F
83,146,enfants,Economie,inf,35.12,28,6,27E
83,147,enfants,Economie,inf,35.13,29,5,28D
84,148,femmes,Economie,inf,65.73,14,3,14C
85,149,femmes,Economie,inf,65.74,29,2,28B
86,150,hommes,Economie,135.0,80.61,11,7,10F
87,151,femmes,Economie,inf,65.75,32,3,31C
88,152,femmes,Business,45.0,65.76,2,6,2E
88,153,hommes,Business,45.0,80.62,1,7,1F
88,154,hommes,Business,45.0,80.63,1,6,1E
88,155,hommes,Business,45.0,80.64,2,7,2F
89,156,hommes,Economie,inf,80.65,35,3,34C
90,157,femmes,Economie,inf,65.77,18,3,18C
90,158,femmes,Economie,inf,65.78,18,2,18B
